Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 13,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 15,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 45,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 43,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 50,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 65,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 70,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 13,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 45,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 15,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 13,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 45,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 13,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 45,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 13,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 4555,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 1555,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 10,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 100,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 10,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 10,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 140,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 14,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 16,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 200,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 4,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 4,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 10,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 100,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 150,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 6,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 14,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 26,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 290,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 40,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 30,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 15,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 30,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 50,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 40,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 70,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 55,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 45,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 4,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 30,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 4,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 55,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 60,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 83,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 6,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 140,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 6,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 110,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 23,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 23,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 4,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 220,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 150,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 196,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 10,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 10,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 136,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 10,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 100,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 70,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 30,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 70,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 70,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 70,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 50,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 70,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 70,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 50,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCandidato,keyReleased,Magic Number,The method contains a magic number: 4,64
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCandidato,keyReleased,Magic Number,The method contains a magic number: 2,64
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCandidato,keyReleased,Magic Number,The method contains a magic number: 3,64
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCandidato,mouseClicked,Magic Number,The method contains a magic number: 10,108
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCandidato,mouseClicked,Magic Number,The method contains a magic number: 3,108
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCandidato,mouseClicked,Magic Number,The method contains a magic number: 2,108
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCandidato,verificaCandidato,Long Statement,The length of the statement "for (int x=0; x < tamanhoTabela; x++) if (modeloTabelaAux.getValueAt(x`0).toString().equalsIgnoreCase(numero)) return false;" is 124.,146
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCargo,keyReleased,Magic Number,The method contains a magic number: 3,64
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCargo,keyReleased,Magic Number,The method contains a magic number: 2,64
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCargo,mouseClicked,Long Statement,The length of the statement "for (int x=0; x < modeloTabela.getRowCount(); x++) if (nome.equalsIgnoreCase(modeloTabela.getValueAt(x`1).toString())) posicao=1;" is 129.,103
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCargo,mouseClicked,Magic Number,The method contains a magic number: 2,103
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCargo,mouseClicked,Magic Number,The method contains a magic number: 3,103
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpCargo,mouseClicked,Magic Number,The method contains a magic number: 2,103
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpPartido,keyReleased,Magic Number,The method contains a magic number: 3,65
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpPartido,keyReleased,Magic Number,The method contains a magic number: 2,65
SIGE,com.sige.gui.lookup.eventos,TratadorEventosLookUpPartido,mouseClicked,Magic Number,The method contains a magic number: 2,105
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Complex Conditional,The conditional expression colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Partido").getModelIndex() || colIndex == getColumn("Cargo").getModelIndex() is complex.,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Long Statement,The length of the statement "if (colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Partido").getModelIndex() || colIndex == getColumn("Cargo").getModelIndex()) {" is 205.,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 2,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 21,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 30,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 2,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 19,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 2,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 5,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 5727320816550514929L,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 360,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 200,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 30,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 140,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 27,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 60,28
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 14,28
